,Defense,60(+5),44 - Surf,,Defense,70(-10),44 - Surf,,,,,,,,,,,,,,,,,,,,,,,,
,Special Attack,85(+40),50 - Fake Out,,Special Attack,110(+40),50 - Fake Out,,,,,,,,,,,,,,,,,,,,,,,,
,Special Defense,90(+20),60 - Hydro Cannon,,Special Defense,130(+35),60 - Hydro Cannon,,,,,,,,,,,,,,,,,,,,,,,,
,Speed,45,60 - Sheer Cold,,Speed,65(-5),60 - Sheer Cold,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Evolves at level 34,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Now learns TM33,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Grimer,,Learnset,,Muk,,Learnset,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 -Pound,,,,1 -Pound,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Poison Gas,,,,1 - Poison Gas,,,,,,,,,,,,,,,,,,,,,,,,
,,,4 - Bite,,,,4 - Bite,,,,,,,,,,,,,,,,,,,,,,,,
,,,8 - Toxic,,,,8 - Toxic,,,,,,,,,,,,,,,,,,,,,,,,
,,,13 - Poison Fang,,,,13 - Poison Fang,,,,,,,,,,,,,,,,,,,,,,,,
,POISON,DARK,19 - Knock Off,,POISON,DARK,19 - Knock Off,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 1,Water Absorb,26 - Screech,,Ability 1,Water Absorb,26 - Screech,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 2,Regenerator,30 - Poison Jab,,Ability 2,Regenerator,30 - Poison Jab,,,,,,,,,,,,,,,,,,,,,,,,
,Base Stats,,34 - Crunch,,Base Stats,,34 - Crunch,,,,,,,,,,,,,,,,,,,,,,,,
,HP,80,40 - Ice Punch,,HP,105,40 - Ice Punch,,,,,,,,,,,,,,,,,,,,,,,,
,Attack,90(+10),40 - ThunderPunch,,Attack,105,40 - ThunderPunch,,,,,,,,,,,,,,,,,,,,,,,,
,Defense,50,40 - Fire Punch,,Defense,75,40 - Fire Punch,,,,,,,,,,,,,,,,,,,,,,,,
,Special Attack,40,50 - Gunk Shot,,Special Attack,65,50 - Gunk Shot,,,,,,,,,,,,,,,,,,,,,,,,
,Special Defense,75(+25),55 - Sucker Punch,,Special Defense,100,55 - Sucker Punch,,,,,,,,,,,,,,,,,,,,,,,,
,Speed,25,,,Speed,50,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Evolves at level 38.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shellder,,Learnset,,Cloyster,,Learnset,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Spikes,,,,1 - Spikes,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Rapid Spin,,,,1 - Rapid Spin,,,,,,,,,,,,,,,,,,,,,,,,
,,,8 - Ice Shard,,,,8 - Ice Shard,,,,,,,,,,,,,,,,,,,,,,,,
,,,15 - Razor Shell,,,,15 - Razor Shell,,,,,,,,,,,,,,,,,,,,,,,,
,,,20 - Avalanche,,,,20 - Avalanche,,,,,,,,,,,,,,,,,,,,,,,,
,WATER,ICE,27 - Protect,,WATER,ICE,27 - Protect,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 1,Shell Armor,31 - Waterfall,,Ability 1,Shell Armor,31 - Waterfall,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 2,Skill Link,35 - Icicle Crash,,Ability 2,Skill Link,35 - Icicle Crash,,,,,,,,,,,,,,,,,,,,,,,,
,Base Stats,,39 - Rock Blast,,Base Stats,,39 - Rock Blast,,,,,,,,,,,,,,,,,,,,,,,,
,HP,50(+20),43 - Pin Missile,,HP,70(+20),43 - Pin Missile,,,,,,,,,,,,,,,,,,,,,,,,
,Attack,85(+20),47 - Spike Cannon,,Attack,105(+10),47 - Spike Cannon,,,,,,,,,,,,,,,,,,,,,,,,
,Defense,100,50 - Icicle Spear,,Defense,180,50 - Icicle Spear,,,,,,,,,,,,,,,,,,,,,,,,
,Special Attack,45,,,Special Attack,85,,,,,,,,,,,,,,,,,,,,,,,,,
,Special Defense,25,,,Special Defense,45,,,,,,,,,,,,,,,,,,,,,,,,,
,Speed,40,,,Speed,70,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Evolves via Water Stone.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Now learns TM33,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gastly,,Learnset,,Haunter,,Learnset,,Gengar,,Learnset,,,,,,,,,,,,,,,,,,,,
,,,1 - Night Shade,,,,1 - Night Shade,,,,1 - Night Shade,,,,,,,,,,,,,,,,,,,,
,,,1 - Hypnosis,,,,1 - Hypnosis,,,,1 - Hypnosis,,,,,,,,,,,,,,,,,,,,
,,,10 - Icy Wind,,,,10 - Icy Wind,,,,10 - Icy Wind,,,,,,,,,,,,,,,,,,,,
,,,16 - Ominous Wind,,,,16 - Ominous Wind,,,,16 - Ominous Wind,,,,,,,,,,,,,,,,,,,,
,,,21 - Sludge,,,,21 - Sludge,,,,21 - Sludge,,,,,,,,,,,,,,,,,,,,
,GHOST,POISON,25 - Hex,,GHOST,POISON,25 - Hex,,GHOST,POISON,25 - Hex,,,,,,,,,,,,,,,,,,,,
,Ability 1,Levitate,36 - Shadow Ball,,Ability 1,Levitate,36 - Shadow Ball,,Ability 1,Levitate,36 - Shadow Ball,,,,,,,,,,,,,,,,,,,,
,Ability 2,Levitate,40 - Sludge Bomb,,Ability 2,Levitate,40 - Sludge Bomb,,Ability 2,Levitate,40 - Sludge Bomb,,,,,,,,,,,,,,,,,,,,
,Base Stats,,44 - Aura Sphere,,Base Stats,,44 - Aura Sphere,,Base Stats,,44 - Aura Sphere,,,,,,,,,,,,,,,,,,,,
,HP,30,47 - Skill Swap,,HP,45,47 - Skill Swap,,HP,70(+10),47 - Skill Swap,,,,,,,,,,,,,,,,,,,,
,Attack,35,60 - Sludge Wave,,Attack,50,60 - Sludge Wave,,Attack,65,60 - Sludge Wave,,,,,,,,,,,,,,,,,,,,
,Defense,30,70 - Perish Song,,Defense,45,70 - Perish Song,,Defense,60,70 - Perish Song,,,,,,,,,,,,,,,,,,,,
,Special Attack,100,,,Special Attack,115,,,Special Attack,130,,,,,,,,,,,,,,,,,,,,,
,Special Defense,45(+10),,,Special Defense,75(+20),,,Special Defense,90(+15),,,,,,,,,,,,,,,,,,,,,
,Speed,80,,,Speed,95,,,Speed,110,,,,,,,,,,,,,,,,,,,,,
,,,,,Evolves at level 25.,,,,Evolves at level 36.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Now learns TM83,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Onix,,Learnset,,Steelix,,Learnset,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Tackle,,,,1 - Tackle,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Screech,,,,1 - Screech,,,,,,,,,,,,,,,,,,,,,,,,
,,,8 - Bulldoze,,,,8 - Bulldoze,,,,,,,,,,,,,,,,,,,,,,,,
,,,12 - Rock Tomb,,,,12 - Rock Tomb,,,,,,,,,,,,,,,,,,,,,,,,
,,,19 - Rock Slide,,,,19 - Rock Slide,,,,,,,,,,,,,,,,,,,,,,,,
,ROCK,GROUND,23 - Dig,,STEEL,GROUND,23 - Dig,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 1,Rock Head,30 - Drill Run,,Ability 1,Rock Head,30 - Drill Run,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 2,Sturdy,35 - Ice Fang,,Ability 2,Sheer Force,35 - Ice Fang,,,,,,,,,,,,,,,,,,,,,,,,
,Base Stats,,35 - Thunder Fang,,Base Stats,,35 - Thunder Fang,,,,,,,,,,,,,,,,,,,,,,,,
,HP,55(+20),35 - Fire Fang,,HP,75,35 - Fire Fang,,,,,,,,,,,,,,,,,,,,,,,,
,Attack,85(+40),35 - Crunch,,Attack,110(+25),35 - Crunch,,,,,,,,,,,,,,,,,,,,,,,,
,Defense,160,40 - Iron Head,,Defense,200,40 - Iron Head,,,,,,,,,,,,,,,,,,,,,,,,
,Special Attack,30,44 - Earthquake,,Special Attack,55,44 - Earthquake,,,,,,,,,,,,,,,,,,,,,,,,
,Special Defense,45,50 - Iron Tail,,Special Defense,75(+10),50 - Iron Tail,,,,,,,,,,,,,,,,,,,,,,,,
,Speed,70,55 - Superpower,,Speed,30,55 - Superpower,,,,,,,,,,,,,,,,,,,,,,,,
,,,60 - Head Smash,,Evolves at level 40.,,60 - Head Smash,,,,,,,,,,,,,,,,,,,,,,,,
,,,65 - Guillotine,,Now learns TM19,,65 - Guillotine,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Drowzee,,Learnset,,Hypno,,Learnset,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Pound,,,,1 - Pound,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Hypnosis,,,,1 - Hypnosis,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Disable,,,,1 - Disable,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Confusion,,,,1 - Confusion,,,,,,,,,,,,,,,,,,,,,,,,
,,,7 - Snarl,,,,7 - Snarl,,,,,,,,,,,,,,,,,,,,,,,,
,PSYCHIC,DARK,11 - Psybeam,,PSYCHIC,DARK,11 - Psybeam,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 1,Bad Dreams,17 - Knock Off,,Ability 1,Bad Dreams,17 - Knock Off,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 2,Magic Guard,21 - Poison Gas,,Ability 2,Magic Guard,21 - Poison Gas,,,,,,,,,,,,,,,,,,,,,,,,
,Base Stats,,29 - Dark Pulse,,Base Stats,,29 - Dark Pulse,,,,,,,,,,,,,,,,,,,,,,,,
,HP,60,35 - Psychic,,HP,85,35 - Psychic,,,,,,,,,,,,,,,,,,,,,,,,
,Attack,48,42 - Dark Void,,Attack,53(-20),42 - Dark Void,,,,,,,,,,,,,,,,,,,,,,,,
,Defense,45,46 - Recover,,Defense,70,46 - Recover,,,,,,,,,,,,,,,,,,,,,,,,
,Special Attack,93(+50),50 - Mist Ball,,Special Attack,113(+40),50 - Mist Ball,,,,,,,,,,,,,,,,,,,,,,,,
,Special Defense,90,55 - Gravity,,Special Defense,115,55 - Gravity,,,,,,,,,,,,,,,,,,,,,,,,
,Speed,42,60 - Psycho Boost,,Speed,67,60 - Psycho Boost,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Evolves at level 26.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Krabby,,Learnset,,Kingler,,Learnset,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Aqua Jet,,,,1 - Aqua Jet,,,,,,,,,,,,,,,,,,,,,,,,
,,,8 - Metal Claw,,,,8 - Metal Claw,,,,,,,,,,,,,,,,,,,,,,,,
,,,15 - Aqua Jet,,,,15 - Aqua Jet,,,,,,,,,,,,,,,,,,,,,,,,
,,,22 - Ice Punch,,,,22 - Ice Punch,,,,,,,,,,,,,,,,,,,,,,,,
,,,28 - Protect,,,,28 - Protect,,,,,,,,,,,,,,,,,,,,,,,,
,WATER,,31 - Razor Shell,,WATER,STEEL,31 - Razor Shell,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 1,Sheer Force,36 - Iron Head,,Ability 1,Sheer Force,36 - Iron Head,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 2,Shell Armor,42 - Waterfall,,Ability 2,Shell Armor,42 - Waterfall,,,,,,,,,,,,,,,,,,,,,,,,
,Base Stats,,50 - Crabhammer,,Base Stats,,50 - Crabhammer,,,,,,,,,,,,,,,,,,,,,,,,
,HP,50(+20),54 - Meteor Mash,,HP,75(+20),54 - Meteor Mash,,,,,,,,,,,,,,,,,,,,,,,,
,Attack,105,,,Attack,130,,,,,,,,,,,,,,,,,,,,,,,,,
,Defense,90,,,Defense,115,,,,,,,,,,,,,,,,,,,,,,,,,
,Special Attack,25,,,Special Attack,50,,,,,,,,,,,,,,,,,,,,,,,,,
,Special Defense,40(+15),,,Special Defense,70(+20),,,,,,,,,,,,,,,,,,,,,,,,,
,Speed,50,,,Speed,75,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Evolves at level 36.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Now learns TM33, TM78",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Voltorb,,Learnset,,Electrode,,Learnset,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Tackle,,,,1 - Tackle,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - ThunderShock,,,,1 - ThunderShock,,,,,,,,,,,,,,,,,,,,,,,,
,,,8 - Mirror Shot,,,,8 - Mirror Shot,,,,,,,,,,,,,,,,,,,,,,,,
,,,15 - SonicBoom,,,,15 - SonicBoom,,,,,,,,,,,,,,,,,,,,,,,,
,,,21 - Electro Ball,,,,21 - Electro Ball,,,,,,,,,,,,,,,,,,,,,,,,
,ELECTRIC,STEEL,29 - Magnet Bomb,,ELECTRIC,STEEL,29 - Magnet Bomb,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 1,Static,37 - Thunderbolt,,Ability 1,Static,37 - Thunderbolt,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 2,Static,42 - Flash Cannon,,Ability 2,Static,42 - Flash Cannon,,,,,,,,,,,,,,,,,,,,,,,,
,Base Stats,,50 - Magnet Rise,,Base Stats,,50 - Magnet Rise,,,,,,,,,,,,,,,,,,,,,,,,
,HP,40,56 - SelfDestruct,,HP,60,56 - SelfDestruct,,,,,,,,,,,,,,,,,,,,,,,,
,Attack,30,,,Attack,50,,,,,,,,,,,,,,,,,,,,,,,,,
,Defense,50,,,Defense,70,,,,,,,,,,,,,,,,,,,,,,,,,
,Special Attack,85(+30),,,Special Attack,110(+30),,,,,,,,,,,,,,,,,,,,,,,,,
,Special Defense,55,,,Special Defense,80,,,,,,,,,,,,,,,,,,,,,,,,,
,Speed,100,,,Speed,150(+10),,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Evolves at level 30.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Now learns TM19, TM83",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Exeggcute,,Learnset,,Exeggutor,,Learnset,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Mega Drain,,,,1 - Mega Drain,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Hypnosis,,,,1 - Hypnosis,,,,,,,,,,,,,,,,,,,,,,,,
,,,7 - Reflect,,,,7 - Stun Spore,,,,,,,,,,,,,,,,,,,,,,,,
,,,13 - Leech Seed,,,,13 - Leech Seed,,,,,,,,,,,,,,,,,,,,,,,,
,,,19 - Psybeam,,,,19 - Psybeam,,,,,,,,,,,,,,,,,,,,,,,,
,GRASS,PSYCHIC,25 - Sleep Powder,,GRASS,PSYCHIC,25 - Sleep Powder,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 1,Chlorophyll,31 - Giga Drain,,Ability 1,Chlorophyll,31 - Giga Drain,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 2,Chlorophyll,37 - Psychic,,Ability 2,Chlorophyll,34 - Psyshock,,,,,,,,,,,,,,,,,,,,,,,,
,Base Stats,,43- Egg Bomb,,Base Stats,,37 - Psychic,,,,,,,,,,,,,,,,,,,,,,,,
,HP,70(+10),56 - Magical Leaf,,HP,95,42 - Egg Bomb,,,,,,,,,,,,,,,,,,,,,,,,
,Attack,40,61 - Explosion,,Attack,75(-20),50 - Weather Ball,,,,,,,,,,,,,,,,,,,,,,,,
,Defense,80,70 - Petal Dance,,Defense,95(+10),55 - SolarBeam,,,,,,,,,,,,,,,,,,,,,,,,
,Special Attack,70(+10),74 - Psycho Boost,,Special Attack,135(+10),60 - Leaf Storm,,,,,,,,,,,,,,,,,,,,,,,,
,Special Defense,55(+10),,,Special Defense,95(+20),,,,,,,,,,,,,,,,,,,,,,,,,
,Speed,40,,,Speed,55,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Evolves via Leaf Stone.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Now learns TM19, TM83, TM77",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cubone,,Learnset,,Marowak,,Learnset,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Growl,,,,1 - Growl,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Knock Off,,,,1 - Knock Off,,,,,,,,,,,,,,,,,,,,,,,,
,,,5 - Tail Whip,,,,5 - Tail Whip,,,,,,,,,,,,,,,,,,,,,,,,
,,,9 - Bone Club,,,,9 - Bone Club,,,,,,,,,,,,,,,,,,,,,,,,
,,,13 - Pursuit,,,,13 - Pursuit,,,,,,,,,,,,,,,,,,,,,,,,
,GROUND,,20 - Dig,,GROUND,DARK,20 - Dig,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 1,Rock Head,28 - Faint Attack,,Ability 1,Rock Head,28 - Faint Attack,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 2,Sand Rush,36 - Bonemarang,,Ability 2,Sand Rush,36 - Bonemarang,,,,,,,,,,,,,,,,,,,,,,,,
,Base Stats,,40 - Night Slash,,Base Stats,,40 - Night Slash,,,,,,,,,,,,,,,,,,,,,,,,
,HP,70(+20),44 - Rock Climb,,HP,80(+20),44 - Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,
,Attack,50,47 - Superpower,,Attack,80,47 - Superpower,,,,,,,,,,,,,,,,,,,,,,,,
,Defense,90,50 - Flare Blitz,,Defense,110,50 - Flare Blitz,,,,,,,,,,,,,,,,,,,,,,,,
,Special Attack,40,,,Special Attack,50,,,,,,,,,,,,,,,,,,,,,,,,,
,Special Defense,50,,,Special Defense,80,,,,,,,,,,,,,,,,,,,,,,,,,
,Speed,30,,,Speed,85(+40),,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Evolves at level 28.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Now learns TM19, TM21",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tyrogue,,Learnset,,Hitmonlee,,Learnset,,Hitmonchan,,Learnset,,Hitmontop,,Learnset,,,,,,,,,,,,,,,,
,,,1 - Fake Out,,,,1 - Double Kick,,,,1 - Double Kick,,,,1 - Double Kick,,,,,,,,,,,,,,,,
,,,1 - Mach Punch,,,,20 - Fake Out,,,,20 - Mach Punch,,,,20 - Pursuit,,,,,,,,,,,,,,,,
,,,,,,,25 - Brick Break,,,,25 - Brick Break,,,,25 - Brick Break,,,,,,,,,,,,,,,,
,,,,,,,30 - Endure,,,,30 - ThunderPunch,,,,30 - Vital Throw,,,,,,,,,,,,,,,,
,,,,,,,35 - Sucker Punch,,,,30 - Ice Punch,,,,35 - Sucker Punch,,,,,,,,,,,,,,,,
,FIGHTING,,,,FIGHTING,,40 - Low Kick,,FIGHTING,,30 - Fire Punch,,FIGHTING,,40 - Wide Guard,,,,,,,,,,,,,,,,
,Ability 1,Guts,,,Ability 1,Unburden,44 - Rolling Kick,,Ability 1,Iron Fist,35 - Shadow Punch,,Ability 1,Technician,40 - Quick Guard,,,,,,,,,,,,,,,,
,Ability 2,Guts,,,Ability 2,Unburden,50 - Close Combat,,Ability 2,Iron Fist,40 - Detect,,Ability 2,Technician,44 - Triple Kick,,,,,,,,,,,,,,,,
,Base Stats,,,,Base Stats,,60 - Detect,,Base Stats,,44 - Sky Uppercut,,Base Stats,,50 - Superpower,,,,,,,,,,,,,,,,
,HP,75(+40),,,HP,70(+20),,,HP,80(+30),50 - Close Combat,,HP,70(+20),55 - Storm Throw,,,,,,,,,,,,,,,,
,Attack,75(+40),,,Attack,120,,,Attack,125(+20),60 - Focus Punch,,Attack,105(+10),60 - Detect,,,,,,,,,,,,,,,,
,Defense,75(+40),,,Defense,73(+20),,,Defense,89(+10),,,Defense,105(+10),,,,,,,,,,,,,,,,,
,Special Attack,75(+40),,,Special Attack,55(+20),,,Special Attack,35,,,Special Attack,35,,,,,,,,,,,,,,,,,
,Special Defense,75(+40),,,Special Defense,110,,,Special Defense,110,,,Special Defense,110,,,,,,,,,,,,,,,,,
,Speed,75(+40),,,Speed,87,,,Speed,76,,,Speed,90(+20),,,,,,,,,,,,,,,,,
,,,,,Evolves via Leaf Stone.,,,,Evolves via Fire Stone.,,,,Evolves via Water Stone.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lickitung,,Learnset,,Lickilicky,,Learnset,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Pound,,,,1 - Pound,,,,,,,,,,,,,,,,,,,,,,,,
,,,10 - Swift,,,,10 - Swift,,,,,,,,,,,,,,,,,,,,,,,,
,,,16 - Venoshock,,,,16 - Venoshock,,,,,,,,,,,,,,,,,,,,,,,,
,,,22 - Smog,,,,22 - Smog,,,,,,,,,,,,,,,,,,,,,,,,
,,,27 - Sludge Bomb,,,,27 - Sludge Bomb,,,,,,,,,,,,,,,,,,,,,,,,
,NORMAL,POISON,33 - Tri Attack,,NORMAL,POISON,33 - Tri Attack,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 1,Thick Fat,40 - Disable,,Ability 1,Thick Fat,40 - Disable,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 2,Thick Fat,44 - Slack Off,,Ability 2,Thick Fat,44 - Slack Off,,,,,,,,,,,,,,,,,,,,,,,,
,Base Stats,,47 - Sludge Wave,,Base Stats,,47 - Sludge Wave,,,,,,,,,,,,,,,,,,,,,,,,
,HP,90,50 - Hyper Beam,,HP,130(+20),50 - Hyper Beam,,,,,,,,,,,,,,,,,,,,,,,,
,Attack,55,,,Attack,65(-20),,,,,,,,,,,,,,,,,,,,,,,,,
,Defense,75,,,Defense,95,,,,,,,,,,,,,,,,,,,,,,,,,
,Special Attack,55,,,Special Attack,100(+20),,,,,,,,,,,,,,,,,,,,,,,,,
,Special Defense,75,,,Special Defense,95,,,,,,,,,,,,,,,,,,,,,,,,,
,Speed,30,,,Speed,50,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Evolves at level 27.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Now learns TM19,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Koffing,,Learnset,,Weezing,,Learnset,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Poison Gas,,,,1 - Poison Gas,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Tackle,,,,1 - Tackle,,,,,,,,,,,,,,,,,,,,,,,,
,,,5 - Haze,,,,5 - Haze,,,,,,,,,,,,,,,,,,,,,,,,
,,,10 - Venoshock,,,,10 - Venoshock,,,,,,,,,,,,,,,,,,,,,,,,
,,,21 - Incinerate,,,,21 - Incinerate,,,,,,,,,,,,,,,,,,,,,,,,
,POISON,FIRE,25 - Clear Smog,,POISON,FIRE,25 - Clear Smog,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 1,Levitate,30 - Lava Plume,,Ability 1,Levitate,30 - Lava Plume,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 2,Levitate,35 - Sludge Bomb,,Ability 2,Levitate,35 - Sludge Bomb,,,,,,,,,,,,,,,,,,,,,,,,
,Base Stats,,40 - Heat Wave,,Base Stats,,40 - Heat Wave,,,,,,,,,,,,,,,,,,,,,,,,
,HP,60(+20),45 - Sludge Wave,,HP,75(+10),45 - Sludge Wave,,,,,,,,,,,,,,,,,,,,,,,,
,Attack,65,50 - SelfDestruct,,Attack,90,50 - SelfDestruct,,,,,,,,,,,,,,,,,,,,,,,,
,Defense,95,,,Defense,120,,,,,,,,,,,,,,,,,,,,,,,,,
,Special Attack,80(+20),,,Special Attack,105(+20),,,,,,,,,,,,,,,,,,,,,,,,,
,Special Defense,55(+10),,,Special Defense,70,,,,,,,,,,,,,,,,,,,,,,,,,
,Speed,35,,,Speed,60,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Evolves at level 35.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Now learns TM83,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rhyhorn,,Learnset,,Rhydon,,Learnset,,Rhyperior,,Learnset,,,,,,,,,,,,,,,,,,,,
,,,1 - Tackle,,,,1 - Tackle,,,,1 - Tackle,,,,,,,,,,,,,,,,,,,,
,,,11 - Rock Tomb,,,,11 - Rock Tomb,,,,11 - Rock Tomb,,,,,,,,,,,,,,,,,,,,
,,,16 - Bulldoze,,,,16 - Bulldoze,,,,16 - Bulldoze,,,,,,,,,,,,,,,,,,,,
,,,21 - Dig,,,,21 - Dig,,,,21 - Dig,,,,,,,,,,,,,,,,,,,,
,,,27 - Rock Slide,,,,27 - Rock Slide,,,,27 - Rock Slide,,,,,,,,,,,,,,,,,,,,
,ROCK,GROUND,33 - Submission,,ROCK,GROUND,33 - Submission,,ROCK,GROUND,33 - Submission,,,,,,,,,,,,,,,,,,,,
,Ability 1,Lightning Rod,37 - Rock Climb,,Ability 1,Lightning Rod,37 - Rock Climb,,Ability 1,Rock Head,37 - Rock Climb,,,,,,,,,,,,,,,,,,,,
,Ability 2,Solid Rock,43 - Drill Run,,Ability 2,Solid Rock,43 - Drill Run,,Ability 2,Solid Rock,43 - Drill Run,,,,,,,,,,,,,,,,,,,,
,Base Stats,,47 - Earthquake,,Base Stats,,47 - Earthquake,,Base Stats,,47 - Earthquake,,,,,,,,,,,,,,,,,,,,
,HP,80,50 - Superpower,,HP,105,50 - Superpower,,HP,120(+5),50 - Superpower,,,,,,,,,,,,,,,,,,,,
,Attack,85,55 - Megahorn,,Attack,130,55 - Megahorn,,Attack,150(+10),55 - Megahorn,,,,,,,,,,,,,,,,,,,,
,Defense,95,60 - Stone Edge,,Defense,120,60 - Stone Edge,,Defense,140(+10),60 - Stone Edge,,,,,,,,,,,,,,,,,,,,
,Special Attack,30,65 - Rock Wrecker,,Special Attack,45,65 - Rock Wrecker,,Special Attack,65(+10),65 - Rock Wrecker,,,,,,,,,,,,,,,,,,,,
,Special Defense,40(+10),75 - Head Smash,,Special Defense,45,75 - Head Smash,,Special Defense,65(+10),75 - Head Smash,,,,,,,,,,,,,,,,,,,,
